_id,id,date,time,details
66110b129756cb91bca7b73f,6610fa6bfc13ae21b3ab8bd1,9/17/2023,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,和製漢語
66110b129756cb91bca7b740,6610fa6bfc13ae21b3ab8bd2,4/24/2023,00˙Ɩ$-,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ 
66110b129756cb91bca7b741,6610fa6bfc13ae21b3ab8bd3,10/12/2023,!@#$%^&*(),ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ 
66110b129756cb91bca7b742,6610fa6bfc13ae21b3ab8bd4,3/30/2024,1;DROP TABLE users,1'; DROP TABLE users--
66110b129756cb91bca7b743,6610fa6bfc13ae21b3ab8bd5,1/7/2024,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
66110b129756cb91bca7b744,6610fa6bfc13ae21b3ab8bd6,2/4/2024,-1E+02,""""""
66110b129756cb91bca7b745,6610fa6bfc13ae21b3ab8bd7,1/11/2024,1/2,NIL
66110b129756cb91bca7b746,6610fa6bfc13ae21b3ab8bd8,11/12/2023,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟,åß∂ƒ©˙∆˚¬…æ
66110b129756cb91bca7b747,6610fa6bfc13ae21b3ab8bd9,7/13/2023,0.00,​
66110b129756cb91bca7b748,6610fa6bfc13ae21b3ab8bda,3/20/2024,١٢٣,⁦test⁧
66110b129756cb91bca7b749,6610fa6bfc13ae21b3ab8bdb,10/8/2023,1/0,"<>?:""{}|_+"
66110b129756cb91bca7b74a,6610fa6bfc13ae21b3ab8bdc,4/12/2023,nan,1/2
66110b129756cb91bca7b74b,6610fa6bfc13ae21b3ab8bdd,10/8/2023,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧
66110b129756cb91bca7b74c,6610fa6bfc13ae21b3ab8bde,5/27/2023,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 ,👩🏽
66110b129756cb91bca7b74d,6610fa6bfc13ae21b3ab8bdf,2/3/2024,1'; DROP TABLE users--,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙
66110b129756cb91bca7b74e,6610fa6bfc13ae21b3ab8be0,7/29/2023,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,nil
66110b129756cb91bca7b74f,6610fa6bfc13ae21b3ab8be1,6/29/2023,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,⁰⁴⁵
66110b129756cb91bca7b750,6610fa6bfc13ae21b3ab8be2,10/3/2023,`⁄€‹›ﬁﬂ‡°·‚—±,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧
66110b129756cb91bca7b751,6610fa6bfc13ae21b3ab8be3,7/4/2023,⁰⁴⁵,¡™£¢∞§¶•ªº–≠
66110b129756cb91bca7b752,6610fa6bfc13ae21b3ab8be4,5/26/2023,和製漢語,!@#$%^&*()
66110b129756cb91bca7b753,6610fa6bfc13ae21b3ab8be5,9/3/2023,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧,1E2
66110b129756cb91bca7b754,6610fa6bfc13ae21b3ab8be6,7/20/2023,'',åß∂ƒ©˙∆˚¬…æ
66110b129756cb91bca7b755,6610fa6bfc13ae21b3ab8be7,5/13/2023,｀ｨ(´∀｀∩,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
66110b129756cb91bca7b756,6610fa6bfc13ae21b3ab8be8,10/18/2023,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ ,הָיְתָהtestالصفحات التّحول
66110b129756cb91bca7b757,6610fa6bfc13ae21b3ab8be9,11/7/2023,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,"__ﾛ(,_,*)"
66110b129756cb91bca7b758,6610fa6bfc13ae21b3ab8bea,11/2/2023,!@#$%^&*(),1'; DROP TABLE users--
66110b129756cb91bca7b759,6610fa6bfc13ae21b3ab8beb,8/5/2023,(╯°□°）╯︵ ┻━┻)  ,1'; DROP TABLE users--
66110b129756cb91bca7b75a,6610fa6bfc13ae21b3ab8bec,6/11/2023,00˙Ɩ$-,␡
66110b129756cb91bca7b75b,6610fa6bfc13ae21b3ab8bed,3/22/2024,1,../../../../../../../../../../../etc/hosts
66110b129756cb91bca7b75c,6610fa6bfc13ae21b3ab8bee,3/2/2024,ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ,-1
66110b129756cb91bca7b75d,6610fa6bfc13ae21b3ab8bef,3/20/2024,和製漢語,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
66110b129756cb91bca7b75e,6610fa6bfc13ae21b3ab8bf0,7/27/2023,(｡◕ ∀ ◕｡),ﾟ･✿ヾ╲(｡◕‿◕｡)╱✿･ﾟ
66110b129756cb91bca7b75f,6610fa6bfc13ae21b3ab8bf1,4/3/2024,ÅÍÎÏ˝ÓÔÒÚÆ☃,᠎
66110b129756cb91bca7b760,6610fa6bfc13ae21b3ab8bf2,10/22/2023,-1E02,사회과학원 어학연구소
66110b129756cb91bca7b761,6610fa6bfc13ae21b3ab8bf3,9/12/2023,!@#$%^&*(),999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
66110b129756cb91bca7b762,6610fa6bfc13ae21b3ab8bf4,1/3/2024,'',﻿
66110b129756cb91bca7b763,6610fa6bfc13ae21b3ab8bf5,4/3/2024,"'""'",１２３
66110b129756cb91bca7b764,6610fa6bfc13ae21b3ab8bf6,11/30/2023,​,<img src=x onerror=alert('hi') />
66110b129756cb91bca7b765,6610fa6bfc13ae21b3ab8bf7,4/13/2023, test ,1/0
66110b129756cb91bca7b766,6610fa6bfc13ae21b3ab8bf8,7/3/2023,₀₁₂,<script>alert('hi')</script>
66110b129756cb91bca7b767,6610fa6bfc13ae21b3ab8bf9,3/24/2024, test ,œ∑´®†¥¨ˆøπ“‘
66110b129756cb91bca7b768,6610fa6bfc13ae21b3ab8bfa,10/11/2023,1E2,nil
66110b129756cb91bca7b769,6610fa6bfc13ae21b3ab8bfb,8/15/2023,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,ヽ༼ຈل͜ຈ༽ﾉ ヽ༼ຈل͜ຈ༽ﾉ 
66110b129756cb91bca7b76a,6610fa6bfc13ae21b3ab8bfc,12/25/2023,⁦test⁧,パーティーへ行かないか
66110b129756cb91bca7b76b,6610fa6bfc13ae21b3ab8bfd,7/12/2023,<svg><script>0<1>alert('XSS')</script>,nan
66110b129756cb91bca7b76c,6610fa6bfc13ae21b3ab8bfe,11/18/2023,"ثم نفس سقطت وبالتحديد،, جزيرتي باستخدام أن دنو. إذ هنا؟ الستار وتنصيب كان. أهّل ايطاليا، بريطانيا-فرنسا قد أخذ. سليمان، إتفاقية بين ما, يذكر الحدود أي بعد, معاملة بولندا، الإطلاق عل إيو.",-1E2
66110b129756cb91bca7b76d,6610fa6bfc13ae21b3ab8bff,8/3/2023,⁦test⁧,nan
66110b129756cb91bca7b76e,6610fa6bfc13ae21b3ab8c00,9/6/2023,0.00,""""
66110b129756cb91bca7b76f,6610fa6bfc13ae21b3ab8c01,12/14/2023,-1,¸˛Ç◊ı˜Â¯˘¿
66110b129756cb91bca7b770,6610fa6bfc13ae21b3ab8c02,3/17/2024,Ṱ̺̺̕o͞ ̷i̲̬͇̪͙n̝̗͕v̟̜̘̦͟o̶̙̰̠kè͚̮̺̪̹̱̤ ̖t̝͕̳̣̻̪͞h̼͓̲̦̳̘̲e͇̣̰̦̬͎ ̢̼̻̱̘h͚͎͙̜̣̲ͅi̦̲̣̰̤v̻͍e̺̭̳̪̰-m̢iͅn̖̺̞̲̯̰d̵̼̟͙̩̼̘̳ ̞̥̱̳̭r̛̗̘e͙p͠r̼̞̻̭̗e̺̠̣͟s̘͇̳͍̝͉e͉̥̯̞̲͚̬͜ǹ̬͎͎̟̖͇̤t͍̬̤͓̼̭͘ͅi̪̱n͠g̴͉ ͏͉ͅc̬̟h͡a̫̻̯͘o̫̟̖͍̙̝͉s̗̦̲.̨̹͈̣,1;DROP TABLE users
66110b129756cb91bca7b771,6610fa6bfc13ae21b3ab8c03,3/3/2024,ÅÍÎÏ˝ÓÔÒÚÆ☃, 
66110b129756cb91bca7b772,6610fa6bfc13ae21b3ab8c04,5/30/2023,1'; DROP TABLE users--,"__ﾛ(,_,*)"
66110b129756cb91bca7b773,6610fa6bfc13ae21b3ab8c05,8/9/2023,﻿,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999
66110b129756cb91bca7b774,6610fa6bfc13ae21b3ab8c06,8/30/2023,0/0,｀ｨ(´∀｀∩
66110b129756cb91bca7b775,6610fa6bfc13ae21b3ab8c07,1/31/2024,１２３,../../../../../../../../../../../etc/hosts
66110b129756cb91bca7b776,6610fa6bfc13ae21b3ab8c08,9/14/2023,˙ɐnbᴉlɐ ɐuƃɐɯ ǝɹolop ʇǝ ǝɹoqɐl ʇn ʇunpᴉpᴉɔuᴉ ɹodɯǝʇ poɯsnᴉǝ op pǝs 'ʇᴉlǝ ƃuᴉɔsᴉdᴉpɐ ɹnʇǝʇɔǝsuoɔ 'ʇǝɯɐ ʇᴉs ɹolop ɯnsdᴉ ɯǝɹo˥,᠎
66110b129756cb91bca7b777,6610fa6bfc13ae21b3ab8c09,1/4/2024,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙,-1.00
66110b129756cb91bca7b778,6610fa6bfc13ae21b3ab8c0a,12/2/2023,田中さんにあげて下さい,1/2
66110b129756cb91bca7b779,6610fa6bfc13ae21b3ab8c0b,4/17/2023,ÅÍÎÏ˝ÓÔÒÚÆ☃,åß∂ƒ©˙∆˚¬…æ
66110b129756cb91bca7b77a,6610fa6bfc13ae21b3ab8c0c,10/7/2023,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,​
66110b129756cb91bca7b77b,6610fa6bfc13ae21b3ab8c0d,11/8/2023,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; },"__ﾛ(,_,*)"
66110b129756cb91bca7b77c,6610fa6bfc13ae21b3ab8c0e,1/27/2024,​,-$1.00
66110b129756cb91bca7b77d,6610fa6bfc13ae21b3ab8c0f,1/19/2024,✋🏿 💪🏿 👐🏿 🙌🏿 👏🏿 🙏🏿,1;DROP TABLE users
66110b129756cb91bca7b77e,6610fa6bfc13ae21b3ab8c10,9/22/2023,nan,␡
66110b129756cb91bca7b77f,6610fa6bfc13ae21b3ab8c11,12/19/2023,Z̮̞̠͙͔ͅḀ̗̞͈̻̗Ḷ͙͎̯̹̞͓G̻O̭̗̮,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ"
66110b129756cb91bca7b780,6610fa6bfc13ae21b3ab8c12,4/17/2023,١٢٣,¡™£¢∞§¶•ªº–≠
66110b129756cb91bca7b781,6610fa6bfc13ae21b3ab8c13,8/8/2023,𠜎𠜱𠝹𠱓𠱸𠲖𠳏,/dev/null; touch /tmp/blns.fail ; echo
66110b129756cb91bca7b782,6610fa6bfc13ae21b3ab8c14,1/16/2024,١٢٣,0️⃣ 1️⃣ 2️⃣ 3️⃣ 4️⃣ 5️⃣ 6️⃣ 7️⃣ 8️⃣ 9️⃣ 🔟
66110b129756cb91bca7b783,6610fa6bfc13ae21b3ab8c15,6/14/2023,NIL,""""
66110b129756cb91bca7b784,6610fa6bfc13ae21b3ab8c16,3/20/2024,-$1.00,사회과학원 어학연구소
66110b129756cb91bca7b785,6610fa6bfc13ae21b3ab8c17,1/4/2024,｀ｨ(´∀｀∩,`⁄€‹›ﬁﬂ‡°·‚—±
66110b129756cb91bca7b786,6610fa6bfc13ae21b3ab8c18,8/20/2023,​,₀₁₂
66110b129756cb91bca7b787,6610fa6bfc13ae21b3ab8c19,2/15/2024,"בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ",␣
66110b129756cb91bca7b788,6610fa6bfc13ae21b3ab8c1a,8/7/2023,<script>alert('hi')</script>,🐵 🙈 🙉 🙊
66110b129756cb91bca7b789,6610fa6bfc13ae21b3ab8c1b,11/24/2023,",./;'[]\-=", 
66110b129756cb91bca7b78a,6610fa6bfc13ae21b3ab8c1c,8/4/2023,nan,",./;'[]\-="
66110b129756cb91bca7b78b,6610fa6bfc13ae21b3ab8c1d,11/30/2023,和製漢語,1'; DROP TABLE users--
66110b129756cb91bca7b78c,6610fa6bfc13ae21b3ab8c1e,7/9/2023,"""'""'""''''""", 
66110b129756cb91bca7b78d,6610fa6bfc13ae21b3ab8c1f,5/29/2023,1;DROP TABLE users,-1E2
66110b129756cb91bca7b78e,6610fa6bfc13ae21b3ab8c20,7/9/2023,-1,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
66110b129756cb91bca7b78f,6610fa6bfc13ae21b3ab8c21,12/24/2023,１２３,1
66110b129756cb91bca7b790,6610fa6bfc13ae21b3ab8c22,2/2/2024,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",0.00
66110b129756cb91bca7b791,6610fa6bfc13ae21b3ab8c23,12/17/2023,和製漢語,() { _; } >_[$($())] { touch /tmp/blns.shellshock2.fail; }
66110b129756cb91bca7b792,6610fa6bfc13ae21b3ab8c24,2/12/2024,␣,‫test‫
66110b129756cb91bca7b793,6610fa6bfc13ae21b3ab8c25,12/29/2023,¡™£¢∞§¶•ªº–≠,̦H̬̤̗̤͝e͜ ̜̥̝̻͍̟́w̕h̖̯͓o̝͙̖͎̱̮ ҉̺̙̞̟͈W̷̼̭a̺̪͍į͈͕̭͙̯̜t̶̼̮s̘͙͖̕ ̠̫̠B̻͍͙͉̳ͅe̵h̵̬͇̫͙i̹͓̳̳̮͎̫̕n͟d̴̪̜̖ ̰͉̩͇͙̲͞ͅT͖̼͓̪͢h͏͓̮̻e̬̝̟ͅ ̤̹̝W͙̞̝͔͇͝ͅa͏͓͔̹̼̣l̴͔̰̤̟͔ḽ̫.͕
66110b129756cb91bca7b794,6610fa6bfc13ae21b3ab8c26,3/17/2024,⁦test⁧,和製漢語
66110b129756cb91bca7b795,6610fa6bfc13ae21b3ab8c27,10/11/2023,",。・:*:・゜’( ☻ ω ☻ )。・:*:・゜’",/dev/null; touch /tmp/blns.fail ; echo
66110b129756cb91bca7b796,6610fa6bfc13ae21b3ab8c28,8/28/2023,田中さんにあげて下さい,1
66110b129756cb91bca7b797,6610fa6bfc13ae21b3ab8c29,10/7/2023,₀₁₂,test⁠test‫
66110b129756cb91bca7b798,6610fa6bfc13ae21b3ab8c2a,7/21/2023,¸˛Ç◊ı˜Â¯˘¿,🚾 🆒 🆓 🆕 🆖 🆗 🆙 🏧
66110b129756cb91bca7b799,6610fa6bfc13ae21b3ab8c2b,4/14/2023,999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999999,田中さんにあげて下さい
66110b129756cb91bca7b79a,6610fa6bfc13ae21b3ab8c2c,3/2/2024,1/2,'
66110b129756cb91bca7b79b,6610fa6bfc13ae21b3ab8c2d,8/12/2023,../../../../../../../../../../../etc/hosts,1/2
66110b129756cb91bca7b79c,6610fa6bfc13ae21b3ab8c2e,1/14/2024,ÅÍÎÏ˝ÓÔÒÚÆ☃,👾 🙇 💁 🙅 🙆 🙋 🙎 🙍 
66110b129756cb91bca7b79d,6610fa6bfc13ae21b3ab8c2f,4/10/2023,̗̺͖̹̯͓Ṯ̤͍̥͇͈h̲́e͏͓̼̗̙̼̣͔ ͇̜̱̠͓͍ͅN͕͠e̗̱z̘̝̜̺͙p̤̺̹͍̯͚e̠̻̠͜r̨̤͍̺̖͔̖̖d̠̟̭̬̝͟i̦͖̩͓͔̤a̠̗̬͉̙n͚͜ ̻̞̰͚ͅh̵͉i̳̞v̢͇ḙ͎͟-҉̭̩̼͔m̤̭̫i͕͇̝̦n̗͙ḍ̟ ̯̲͕͞ǫ̟̯̰̲͙̻̝f ̪̰̰̗̖̭̘͘c̦͍̲̞͍̩̙ḥ͚a̮͎̟̙͜ơ̩̹͎s̤.̝̝ ҉Z̡̖̜͖̰̣͉̜a͖̰͙̬͡l̲̫̳͍̩g̡̟̼̱͚̞̬ͅo̗͜.̟,00˙Ɩ$-
66110b129756cb91bca7b79e,6610fa6bfc13ae21b3ab8c30,2/22/2024,test⁠test‫,<script>alert('hi')</script>
66110b129756cb91bca7b79f,6610fa6bfc13ae21b3ab8c31,6/24/2023,nan,❤️ 💔 💌 💕 💞 💓 💗 💖 💘 💝 💟 💜 💛 💚 💙
66110b129756cb91bca7b7a0,6610fa6bfc13ae21b3ab8c32,2/29/2024,nil,åß∂ƒ©˙∆˚¬…æ
66110b129756cb91bca7b7a1,6610fa6bfc13ae21b3ab8c33,2/27/2024,社會科學院語學研究所,() { 0; }; touch /tmp/blns.shellshock1.fail;
66110b129756cb91bca7b7a2,6610fa6bfc13ae21b3ab8c34,9/1/2023,"""""","""'""'""''''"""
66110b129756cb91bca7b7a3,6610fa6bfc13ae21b3ab8c35,6/19/2023,｀ｨ(´∀｀∩,0/0
